zone,date,PM2.5,PM10,NO2,SO2,CO,O3
Okhla,2026-05-16,64.5,183.5,53.0,12.5,0.83,69.9
Okhla,2026-05-17,61.6,219.1,44.8,14.0,0.67,56.78
Okhla,2026-05-18,39.6,224.1,39.8,10.4,0.86,54.7
Okhla,2026-05-19,39.5,226.6,35.7,11.9,0.35,48.66
Okhla,2026-05-20,35.5,180.7,48.0,9.9,1.22,46.69
Okhla,2026-05-21,39.0,298.1,35.8,7.9,1.4,41.42
Okhla,2026-05-22,35.9,198.7,30.3,12.5,0.75,62.77
Okhla,2026-05-23,51.2,188.2,27.0,13.9,1.2,65.7
Okhla,2026-05-24,45.1,244.0,36.9,11.2,1.1,59.47
Okhla,2026-05-25,50.0,338.5,44.7,11.0,1.2,23.69
Okhla,2026-05-26,59.2,238.2,46.6,18.1,0.92,50.93
Okhla,2026-05-27,52.9,226.0,46.6,10.9,2.08,46.85
Okhla,2026-05-28,66.0,227.8,28.5,12.4,0.77,48.7
Okhla,2026-05-29,27.2,106.9,18.6,10.7,0.88,43.2
Okhla,2026-05-30,24.8,103.7,20.2,11.9,0.94,52.12
Okhla,2026-05-31,26.5,75.5,17.3,12.0,0.74,47.59
Okhla,2026-06-01,39.0,103.7,19.6,12.0,0.86,57.29
Okhla,2026-06-02,40.9,116.9,21.3,11.4,0.78,52.62
Okhla,2026-06-03,71.4,201.2,34.8,14.6,1.17,69.8
Okhla,2026-06-04,40.0,195.2,23.4,11.1,0.88,52.55
Okhla,2026-06-05,27.0,382.0,31.3,14.9,0.6,25.6
Okhla,2026-06-06,39.7,215.4,19.8,6.9,0.79,56.9
Okhla,2026-06-07,33.1,204.9,24.6,9.0,0.73,42.91
Okhla,2026-06-08,26.9,161.3,22.4,8.1,0.64,25.29
Okhla,2026-06-09,31.4,258.2,20.8,7.2,0.67,54.47
Okhla,2026-06-10,37.5,211.1,31.5,7.3,0.99,38.43
Okhla,2026-06-11,32.5,123.2,14.6,9.8,0.79,43.69
Okhla,2026-06-12,26.9,62.3,13.3,12.7,0.78,36.1
Okhla,2026-06-13,36.0,105.6,26.0,13.1,0.64,76.19
Okhla,2026-06-14,52.0,192.1,34.0,9.6,0.77,61.37
Okhla,2026-06-15,28.6,170.3,26.8,10.5,0.96,42.24
Okhla,2026-06-16,37.2,155.9,37.8,10.1,1.15,38.48
Okhla,2026-06-17,28.4,120.9,33.9,7.7,1.16,57.71
Okhla,2026-06-18,43.9,180.7,34.3,11.2,0.83,53.27
Okhla,2026-06-19,27.5,153.5,26.1,8.3,0.83,43.37
Okhla,2026-06-20,37.5,155.1,30.2,6.6,0.7,40.16
Okhla,2026-06-21,26.0,125.7,22.2,6.0,0.37,31.07
Okhla,2026-06-22,24.4,153.6,26.2,2.6,0.92,43.44
Okhla,2026-06-23,44.2,179.2,39.5,6.6,0.9,44.8
Okhla,2026-06-24,31.7,133.7,28.1,3.8,0.82,49.14
Okhla,2026-06-25,40.1,160.4,37.6,4.4,1.23,45.75
Okhla,2026-06-26,36.0,154.9,31.8,8.1,0.72,32.05
Okhla,2026-06-27,42.8,170.2,27.7,11.2,0.89,64.22
Okhla,2026-06-28,52.2,185.3,20.9,10.2,0.95,58.99
Okhla,2026-06-29,38.4,180.5,18.6,8.4,0.72,39.48
Okhla,2026-06-30,46.9,221.2,18.8,8.8,0.75,34.88
Okhla,2026-07-01,30.9,102.1,15.1,8.2,0.71,23.62
Okhla,2026-07-02,32.6,96.9,22.0,7.5,1.06,54.04
Okhla,2026-07-03,44.8,108.5,16.4,7.5,0.8,33.2
Okhla,2026-07-04,59.5,138.1,24.3,9.2,0.99,24.83
Okhla,2026-07-05,56.1,133.5,26.0,8.7,1.32,17.21
Okhla,2026-07-06,34.1,89.9,16.3,7.5,0.68,36.86
Okhla,2026-07-07,34.8,90.8,23.8,8.2,1.01,25.83
Okhla,2026-07-08,32.0,47.3,20.9,8.1,0.75,16.41
Okhla,2026-07-09,11.9,22.1,16.9,8.2,0.59,16.41
Okhla,2026-07-10,23.5,70.2,22.2,3.8,0.75,33.47
Okhla,2026-07-11,36.2,233.6,30.2,3.7,0.96,22.4
Okhla,2026-07-12,45.8,348.5,25.4,3.5,0.99,21.95
Okhla,2026-07-13,36.6,185.9,22.6,3.9,0.85,29.5
Okhla,2026-07-14,34.9,201.1,23.6,6.1,0.64,30.74
Okhla,2026-07-15,34.5,173.3,26.0,14.2,0.79,31.59
Okhla,2026-07-16,41.0,211.2,26.7,16.3,1.01,30.76
Okhla,2026-07-17,51.2,240.2,35.7,8.6,1.11,66.64
Okhla,2026-07-18,46.6,202.5,31.8,7.0,1.27,28.75
Okhla,2026-07-19,54.9,199.1,23.1,8.2,0.22,14.99
Okhla,2026-07-20,36.4,94.0,17.3,12.3,0.65,6.14
Okhla,2026-07-21,24.5,85.0,25.8,11.4,0.5,8.2
Punjabi Bagh,2025-10-01,44.9,120.1,30.3,2.0,1.45,96.91
Punjabi Bagh,2025-10-02,46.9,111.5,32.2,2.9,1.3,74.55
Punjabi Bagh,2025-10-03,39.7,119.1,38.8,2.6,1.54,69.19
Punjabi Bagh,2025-10-04,74.9,180.5,45.2,103.8,1.35,68.79
Punjabi Bagh,2025-10-05,68.9,175.9,37.5,,1.49,79.75
Punjabi Bagh,2025-10-06,32.7,84.8,30.4,13.4,1.39,33.16
Punjabi Bagh,2025-10-07,20.4,46.7,22.7,10.8,1.16,63.07
Punjabi Bagh,2025-10-08,38.3,95.9,26.1,10.7,0.85,9.8
Punjabi Bagh,2025-10-09,42.3,146.8,26.9,10.7,1.11,32.79
Punjabi Bagh,2025-10-10,70.0,214.8,29.1,10.8,1.34,71.85
Punjabi Bagh,2025-10-11,83.2,227.0,29.4,10.8,1.15,70.81
Punjabi Bagh,2025-10-12,66.3,195.7,29.1,10.8,1.16,79.46
Punjabi Bagh,2025-10-13,86.1,222.2,31.8,10.8,1.43,86.89
Punjabi Bagh,2025-10-14,82.0,220.4,37.6,10.5,1.34,76.54
Punjabi Bagh,2025-10-15,123.0,288.2,43.1,10.1,1.84,101.88
Punjabi Bagh,2025-10-16,129.8,278.5,37.0,10.0,1.44,107.78
Punjabi Bagh,2025-10-17,134.7,302.3,37.0,10.0,1.71,109.53
Punjabi Bagh,2025-10-18,158.9,313.4,33.2,10.0,1.15,107.89
Punjabi Bagh,2025-10-19,168.9,301.4,44.8,11.5,1.74,120.0
Punjabi Bagh,2025-10-20,278.1,381.4,41.6,12.7,1.7,108.03
Punjabi Bagh,2025-10-21,387.2,497.9,45.0,11.1,1.43,26.99
Punjabi Bagh,2025-10-22,247.7,319.2,39.1,18.5,1.25,76.58
Punjabi Bagh,2025-10-23,150.6,261.1,43.0,18.4,1.32,76.3
Punjabi Bagh,2025-10-24,146.9,288.8,38.9,21.1,2.47,74.33
Punjabi Bagh,2025-10-25,185.1,371.1,42.5,6.5,2.77,124.33
Punjabi Bagh,2025-10-26,165.8,290.6,37.9,7.0,2.11,118.56
Punjabi Bagh,2025-10-27,168.1,300.2,37.8,6.2,1.27,50.12
Punjabi Bagh,2025-10-28,137.2,249.5,41.8,4.1,1.45,48.67
Punjabi Bagh,2025-10-29,169.5,286.5,43.8,2.3,2.05,74.88
Punjabi Bagh,2025-10-30,212.4,340.0,40.6,6.2,1.28,46.75
Punjabi Bagh,2025-10-31,106.7,177.4,35.7,7.0,1.85,66.1
Punjabi Bagh,2025-11-01,231.7,372.5,40.1,13.4,2.48,64.78
Punjabi Bagh,2025-11-02,209.5,341.6,40.2,9.6,1.5,78.66
Punjabi Bagh,2025-11-03,200.1,340.9,39.2,11.6,2.45,78.75
Punjabi Bagh,2025-11-04,140.3,281.6,43.4,14.2,1.23,28.59
Punjabi Bagh,2025-11-05,105.7,187.4,41.5,17.3,1.14,70.55
Punjabi Bagh,2025-11-06,206.8,321.0,42.7,17.3,1.2,84.56
Punjabi Bagh,2025-11-07,246.8,384.8,57.9,12.2,1.88,104.96
Punjabi Bagh,2025-11-08,287.9,449.4,63.2,22.2,1.67,110.06
Punjabi Bagh,2025-11-09,310.9,376.0,62.3,19.1,1.64,111.03
Punjabi Bagh,2025-11-10,301.9,460.6,59.1,18.1,1.85,100.85
Punjabi Bagh,2025-11-11,330.9,499.8,58.5,18.7,1.76,107.87
Punjabi Bagh,2025-11-12,354.1,526.1,39.0,32.4,2.35,104.09
Punjabi Bagh,2025-11-13,305.4,487.1,47.4,24.3,1.39,90.48
Punjabi Bagh,2025-11-14,250.4,414.6,44.6,9.6,1.9,98.0
Punjabi Bagh,2025-11-15,257.3,425.0,46.6,21.2,2.01,44.12
Punjabi Bagh,2025-11-16,265.9,414.0,44.4,22.3,1.73,96.81
Punjabi Bagh,2025-11-17,225.1,387.1,44.9,20.1,3.64,93.1
Punjabi Bagh,2025-11-18,279.0,473.0,49.6,43.5,2.84,87.11
Punjabi Bagh,2025-11-19,337.9,545.7,60.9,62.2,3.56,84.28
Punjabi Bagh,2025-11-20,269.6,428.3,55.8,68.9,2.69,104.0
Punjabi Bagh,2025-11-21,198.4,336.5,49.1,74.5,2.81,92.92
Punjabi Bagh,2025-11-22,269.8,457.9,49.7,90.5,3.35,82.66
Punjabi Bagh,2025-11-23,318.7,491.1,51.1,103.4,1.43,81.43
Punjabi Bagh,2025-11-24,249.6,413.0,50.0,51.2,2.81,81.38
Punjabi Bagh,2025-11-25,238.5,376.1,40.0,14.9,1.45,75.89
Punjabi Bagh,2025-12-01,194.3,337.7,50.3,5.6,2.41,110.51
Punjabi Bagh,2025-12-02,262.2,445.2,71.6,6.2,1.8,92.18
Punjabi Bagh,2025-12-03,142.9,260.1,48.7,9.4,1.76,41.13
Punjabi Bagh,2025-12-04,169.5,288.2,38.1,6.0,1.71,69.44
Punjabi Bagh,2025-12-05,180.0,316.2,42.2,11.7,2.86,71.96
Punjabi Bagh,2025-12-06,183.0,304.6,38.7,17.1,2.16,69.61
Punjabi Bagh,2025-12-07,159.8,276.7,35.3,14.1,1.62,75.31
Punjabi Bagh,2025-12-08,156.7,274.2,37.4,12.7,1.16,66.7
Punjabi Bagh,2025-12-09,145.9,262.0,35.8,7.8,2.05,56.5
Punjabi Bagh,2025-12-10,127.9,236.4,36.8,8.5,1.45,47.62
Punjabi Bagh,2025-12-11,180.4,317.2,39.7,7.8,3.29,66.29
Punjabi Bagh,2025-12-12,282.0,438.2,47.1,8.8,3.15,68.59
Punjabi Bagh,2025-12-13,417.6,585.1,68.3,5.4,2.06,52.2
Punjabi Bagh,2025-12-14,388.8,517.6,51.0,10.7,2.06,59.9
Punjabi Bagh,2025-12-15,330.0,443.0,42.9,13.1,1.52,59.88
Punjabi Bagh,2025-12-16,192.9,290.2,37.9,6.5,1.27,55.81
Punjabi Bagh,2025-12-17,207.9,310.5,33.1,3.6,1.8,50.77
Punjabi Bagh,2025-12-18,318.9,434.6,37.3,4.7,0.99,21.31
Punjabi Bagh,2025-12-19,252.9,361.4,33.1,10.2,2.04,33.92
Punjabi Bagh,2025-12-20,354.8,499.8,35.3,16.1,2.52,5.93
Punjabi Bagh,2025-12-21,224.2,326.6,32.8,19.4,1.54,20.39
Punjabi Bagh,2025-12-22,286.9,435.4,37.4,15.0,1.91,39.93
Punjabi Bagh,2025-12-23,272.9,378.8,34.1,6.8,1.28,38.21
Punjabi Bagh,2025-12-24,113.5,185.1,26.5,5.6,1.6,41.0
Punjabi Bagh,2025-12-25,145.9,245.4,,3.0,2.33,52.06
Punjabi Bagh,2025-12-26,239.2,356.8,37.4,4.3,2.12,52.32
Punjabi Bagh,2025-12-27,275.8,403.9,40.0,5.6,2.49,48.95
Punjabi Bagh,2025-12-28,304.6,412.0,33.7,5.4,1.57,55.35
Punjabi Bagh,2025-12-29,331.0,450.0,35.0,5.7,1.94,14.0
Punjabi Bagh,2025-12-30,287.9,404.2,37.4,5.2,2.18,17.3
Punjabi Bagh,2025-12-31,289.7,374.1,34.5,14.6,1.44,6.01
Punjabi Bagh,2026-01-01,228.0,319.7,30.8,13.5,0.95,15.91
Punjabi Bagh,2026-01-02,93.1,142.8,26.3,14.9,1.16,21.62
Punjabi Bagh,2026-01-03,151.0,224.9,31.4,11.3,1.21,26.23
Punjabi Bagh,2026-01-04,153.2,227.8,30.0,11.7,1.24,29.02
Punjabi Bagh,2026-01-05,127.2,204.3,26.0,11.2,1.44,37.67
Punjabi Bagh,2026-01-06,168.3,241.6,28.3,11.5,1.07,8.2
Punjabi Bagh,2026-01-07,151.4,242.1,40.7,8.6,1.46,32.2
Punjabi Bagh,2026-01-08,144.4,228.5,39.9,10.7,1.54,44.39
Punjabi Bagh,2026-01-09,208.7,341.8,50.7,8.9,1.29,46.69
Punjabi Bagh,2026-01-10,159.7,271.9,41.3,10.0,1.41,38.89
Punjabi Bagh,2026-01-11,157.2,235.7,42.5,15.7,1.29,40.11
Punjabi Bagh,2026-01-12,183.1,251.7,47.0,13.9,3.35,55.36
Punjabi Bagh,2026-01-13,258.3,341.8,51.4,12.1,2.05,53.76
Punjabi Bagh,2026-01-14,235.5,334.5,49.7,5.4,1.4,53.11
Punjabi Bagh,2026-01-15,215.0,303.0,41.4,6.8,1.81,45.96
Punjabi Bagh,2026-01-16,232.9,321.1,42.0,10.1,3.36,50.2
Punjabi Bagh,2026-01-17,447.2,630.4,59.8,13.9,3.64,55.19
Punjabi Bagh,2026-01-18,353.3,502.0,46.8,11.1,2.34,46.22
Punjabi Bagh,2026-01-19,338.8,482.0,52.1,11.1,2.14,65.76
Punjabi Bagh,2026-01-20,290.1,428.1,42.3,10.3,2.39,46.88
Punjabi Bagh,2026-01-21,197.6,314.7,40.7,7.1,1.96,53.3
Punjabi Bagh,2026-01-22,217.6,348.4,40.4,8.5,2.13,56.77
Punjabi Bagh,2026-01-23,145.7,190.9,31.3,10.9,1.21,18.65
Punjabi Bagh,2026-01-24,82.5,197.2,28.3,16.1,1.03,30.61
Punjabi Bagh,2026-01-25,98.6,200.2,34.8,15.3,1.43,49.16
Punjabi Bagh,2026-01-26,141.8,237.9,35.6,12.7,1.96,73.96
Punjabi Bagh,2026-01-27,214.1,313.9,46.2,15.1,2.07,13.39
Punjabi Bagh,2026-01-28,139.6,201.6,30.4,13.3,1.3,16.86
Punjabi Bagh,2026-01-29,118.2,178.1,26.8,11.5,2.18,28.21
Punjabi Bagh,2026-01-30,132.7,198.4,29.9,13.0,1.19,46.33
Punjabi Bagh,2026-01-31,193.3,298.2,42.3,8.0,0.87,39.45
Punjabi Bagh,2026-02-01,113.2,188.1,27.5,10.9,1.98,37.6
Punjabi Bagh,2026-02-02,134.5,201.2,26.1,8.3,1.15,17.18
Punjabi Bagh,2026-02-03,163.1,255.3,35.0,12.5,1.75,51.02
Punjabi Bagh,2026-02-04,195.0,300.2,36.3,15.0,2.27,55.66
Punjabi Bagh,2026-02-05,127.9,218.8,39.6,18.6,1.11,64.8
Punjabi Bagh,2026-02-06,104.5,200.3,41.0,20.7,1.16,57.35
Punjabi Bagh,2026-02-07,102.6,193.1,37.8,16.5,1.25,61.52
Punjabi Bagh,2026-02-08,87.7,175.5,36.9,19.9,1.33,65.64
Punjabi Bagh,2026-02-09,131.1,243.3,49.3,17.7,1.66,59.69
Punjabi Bagh,2026-02-10,131.9,291.8,51.2,16.8,2.47,62.51
Punjabi Bagh,2026-02-11,165.7,310.1,47.5,19.0,2.07,63.86
Punjabi Bagh,2026-02-12,74.0,156.5,33.5,15.7,1.71,53.13
Punjabi Bagh,2026-02-13,106.6,209.1,35.3,13.9,1.62,65.26
Punjabi Bagh,2026-02-14,123.4,229.3,41.9,16.6,2.0,68.95
Punjabi Bagh,2026-02-15,122.6,210.6,38.9,16.4,1.12,18.09
Punjabi Bagh,2026-02-16,133.3,315.9,55.4,18.8,1.89,97.36
Punjabi Bagh,2026-02-17,101.7,236.7,47.3,15.6,2.35,54.69
Punjabi Bagh,2026-02-18,97.6,188.4,45.0,11.2,1.87,18.8
Punjabi Bagh,2026-02-19,95.9,179.0,41.6,82.7,1.3,74.16
Punjabi Bagh,2026-02-20,93.6,170.0,39.0,56.4,1.13,58.55
Punjabi Bagh,2026-02-21,116.3,206.2,39.4,50.8,1.46,64.35
Punjabi Bagh,2026-02-22,116.0,208.3,36.5,66.9,1.44,67.6
Punjabi Bagh,2026-02-23,108.2,229.6,39.1,146.1,1.64,65.83
Punjabi Bagh,2026-02-24,120.9,228.2,29.6,52.6,1.57,56.7
Punjabi Bagh,2026-02-25,108.4,221.5,35.5,74.1,1.51,54.97
Punjabi Bagh,2026-02-26,91.3,206.5,38.0,19.2,1.31,43.04
Punjabi Bagh,2026-02-27,91.2,408.9,42.0,23.1,1.65,58.72
Punjabi Bagh,2026-02-28,125.0,494.3,47.6,25.2,1.62,54.08
Punjabi Bagh,2026-03-01,95.8,574.4,39.6,31.6,2.4,30.3
Punjabi Bagh,2026-03-02,118.4,456.5,25.9,32.3,1.41,53.44
Punjabi Bagh,2026-03-03,115.5,439.5,24.5,34.3,0.95,65.86
Punjabi Bagh,2026-03-05,80.5,342.2,23.1,38.8,1.07,42.3
Punjabi Bagh,2026-03-06,105.1,294.1,25.2,42.6,1.68,47.77
Punjabi Bagh,2026-03-07,140.8,296.1,42.7,45.4,1.97,45.45
Punjabi Bagh,2026-03-08,120.0,277.9,33.8,52.9,1.95,48.62
Punjabi Bagh,2026-03-09,124.2,231.0,26.2,54.4,1.51,29.75
Punjabi Bagh,2026-03-10,111.8,223.5,35.5,57.7,1.55,48.7
Punjabi Bagh,2026-03-11,112.2,261.8,41.1,33.8,2.13,49.39
Punjabi Bagh,2026-03-12,86.0,217.9,36.1,36.8,0.96,75.2
Punjabi Bagh,2026-03-13,39.3,113.4,17.4,36.9,1.39,48.67
Punjabi Bagh,2026-03-14,80.7,182.2,32.5,42.9,1.44,63.36
Punjabi Bagh,2026-03-15,64.0,152.2,31.9,44.4,1.2,54.99
Punjabi Bagh,2026-03-16,42.0,122.7,23.4,43.9,1.02,67.16
Punjabi Bagh,2026-03-17,84.2,195.6,32.1,37.7,1.36,86.0
Punjabi Bagh,2026-03-18,95.2,204.6,36.6,38.5,1.04,111.44
Punjabi Bagh,2026-03-19,67.2,116.1,31.1,39.4,1.04,42.62
Punjabi Bagh,2026-03-20,47.9,74.2,24.2,38.7,1.29,34.35
Punjabi Bagh,2026-03-21,76.8,152.4,28.7,39.9,1.04,64.17
Punjabi Bagh,2026-03-22,68.1,160.2,29.5,42.5,1.14,60.7
Punjabi Bagh,2026-03-23,59.4,117.9,30.3,30.7,1.32,107.24
Punjabi Bagh,2026-03-24,53.6,134.1,24.3,32.7,1.07,91.43
Punjabi Bagh,2026-03-25,114.6,199.4,32.5,22.9,1.45,104.67
Punjabi Bagh,2026-03-26,79.5,206.5,37.8,23.1,1.2,122.73
Punjabi Bagh,2026-03-27,55.9,122.2,28.4,24.4,0.95,86.05
Punjabi Bagh,2026-03-28,98.8,174.8,32.9,31.1,1.29,101.5
Punjabi Bagh,2026-03-29,87.5,215.5,36.8,29.7,1.2,125.73
Punjabi Bagh,2026-03-30,63.4,194.9,37.1,29.4,1.31,80.3
Punjabi Bagh,2026-03-31,98.9,173.2,29.3,34.1,1.43,74.03
Punjabi Bagh,2026-04-01,50.6,133.8,32.4,30.8,1.23,128.31
Punjabi Bagh,2026-04-02,103.5,252.0,38.9,33.4,1.59,148.38
Punjabi Bagh,2026-04-03,89.2,315.3,23.9,31.0,1.33,53.49
Punjabi Bagh,2026-04-04,54.8,132.0,24.6,32.6,1.15,61.55
Punjabi Bagh,2026-04-05,50.4,120.5,24.5,35.2,0.93,75.6
Punjabi Bagh,2026-04-06,47.6,123.6,25.9,34.1,1.06,76.8
Punjabi Bagh,2026-04-07,46.8,113.6,28.3,33.0,2.05,41.66
Punjabi Bagh,2026-04-08,34.5,81.0,20.6,33.9,1.05,67.9
Punjabi Bagh,2026-04-09,40.7,118.3,27.1,32.5,1.29,54.34
Punjabi Bagh,2026-04-10,58.2,155.1,24.3,31.5,0.92,49.73
Punjabi Bagh,2026-04-11,45.6,139.7,26.5,31.2,1.16,47.07
Punjabi Bagh,2026-04-12,54.0,149.7,26.3,28.8,1.01,50.31
Punjabi Bagh,2026-04-13,53.2,155.0,33.9,32.1,1.12,56.28
Punjabi Bagh,2026-04-14,76.2,202.2,39.4,35.0,1.54,68.08
Punjabi Bagh,2026-04-15,115.7,244.5,53.9,38.0,2.11,55.77
Punjabi Bagh,2026-04-16,129.4,285.1,63.7,123.9,1.8,60.98
Punjabi Bagh,2026-04-17,82.4,249.5,50.5,34.9,1.23,64.26
Punjabi Bagh,2026-04-18,75.8,321.8,71.1,156.6,4.0,14.0
Punjabi Bagh,2026-04-19,150.1,334.4,43.1,36.2,2.53,88.45
Punjabi Bagh,2026-04-20,61.8,217.4,37.6,54.5,1.36,73.54
Punjabi Bagh,2026-04-21,67.6,220.4,35.8,33.5,1.25,82.42
Punjabi Bagh,2026-04-22,92.0,249.8,41.3,32.6,1.86,80.1
Punjabi Bagh,2026-04-23,72.4,213.4,37.9,28.8,1.73,43.8
Punjabi Bagh,2026-04-24,164.2,294.0,33.0,32.2,1.52,50.04
Punjabi Bagh,2026-04-25,99.7,276.4,33.2,34.0,1.82,46.07
Punjabi Bagh,2026-04-26,96.1,251.0,26.0,29.5,1.57,
Punjabi Bagh,2026-04-27,97.9,257.1,24.9,33.0,1.11,57.04
Punjabi Bagh,2026-04-28,103.4,318.5,19.8,23.3,1.75,37.93
Punjabi Bagh,2026-04-29,48.4,161.8,25.6,35.3,1.2,33.36
Punjabi Bagh,2026-04-30,60.2,155.1,28.3,25.1,1.2,22.97
Punjabi Bagh,2026-05-01,46.8,124.4,19.7,25.1,1.25,30.92
Punjabi Bagh,2026-05-02,64.8,147.5,20.0,23.2,1.19,36.53
Punjabi Bagh,2026-05-03,43.8,208.6,19.3,23.2,1.04,37.52
Punjabi Bagh,2026-05-04,29.9,79.6,13.4,27.6,0.85,47.83
Punjabi Bagh,2026-05-05,38.8,106.4,16.8,19.6,1.12,45.9
Punjabi Bagh,2026-05-06,45.8,133.8,27.3,22.0,1.29,74.42
Punjabi Bagh,2026-05-07,37.0,111.1,21.1,18.2,1.01,50.59
Punjabi Bagh,2026-05-08,40.2,105.1,21.1,17.5,0.86,67.79
Punjabi Bagh,2026-05-09,51.2,126.5,24.1,20.8,1.35,66.02
Punjabi Bagh,2026-05-10,57.8,129.9,19.0,20.9,1.34,
Punjabi Bagh,2026-05-11,71.8,151.7,30.7,20.5,1.5,89.93
Punjabi Bagh,2026-05-12,64.2,171.7,23.3,20.0,0.81,65.08
Punjabi Bagh,2026-05-13,60.5,169.4,24.9,20.4,0.97,78.76
Punjabi Bagh,2026-05-14,44.3,177.3,24.8,20.1,1.31,109.09
Punjabi Bagh,2026-05-15,40.3,161.6,22.6,17.7,0.99,83.1
Punjabi Bagh,2026-05-16,73.8,176.1,27.0,22.6,0.88,73.52
Punjabi Bagh,2026-05-17,64.2,203.6,19.3,24.0,1.2,65.44
Punjabi Bagh,2026-05-18,60.3,217.2,19.2,23.0,1.09,67.07
Punjabi Bagh,2026-05-19,63.0,240.9,25.3,21.4,1.45,54.95
Punjabi Bagh,2026-05-20,54.2,179.1,23.7,23.8,1.94,54.09
Punjabi Bagh,2026-05-21,47.2,276.2,19.3,19.6,1.96,45.55
Punjabi Bagh,2026-05-22,51.0,222.0,25.5,22.4,1.49,55.06
Punjabi Bagh,2026-05-23,64.9,239.5,24.1,21.8,0.77,54.81
Punjabi Bagh,2026-05-24,68.1,227.0,30.0,20.3,1.67,71.36
Punjabi Bagh,2026-05-25,76.6,368.4,27.0,28.4,1.57,35.24
Punjabi Bagh,2026-05-26,35.6,240.4,28.6,21.0,0.77,61.95
Punjabi Bagh,2026-05-27,65.3,218.4,32.3,23.2,1.54,69.55
Punjabi Bagh,2026-05-28,69.9,233.5,33.2,20.6,1.14,59.62
Punjabi Bagh,2026-05-29,25.2,112.8,18.0,20.1,2.6,56.17
Punjabi Bagh,2026-05-30,21.8,96.0,19.6,19.0,1.53,53.54
Punjabi Bagh,2026-05-31,24.8,81.6,19.0,19.3,2.89,57.11
Punjabi Bagh,2026-06-01,36.0,99.5,26.0,19.1,1.79,63.46
Punjabi Bagh,2026-06-02,37.8,102.8,20.4,16.4,5.06,61.96
Punjabi Bagh,2026-06-03,59.1,158.6,29.0,19.5,2.54,86.16
Punjabi Bagh,2026-06-04,51.5,188.8,28.7,21.3,1.7,64.81
Punjabi Bagh,2026-06-05,40.0,310.0,14.3,26.8,,42.7
Punjabi Bagh,2026-06-06,56.9,220.2,25.5,21.2,1.59,59.39
Punjabi Bagh,2026-06-07,31.4,171.8,14.4,19.8,1.84,48.99
Punjabi Bagh,2026-06-08,28.3,136.4,13.4,19.0,0.89,31.48
Punjabi Bagh,2026-06-09,36.8,293.5,15.3,37.3,1.37,61.66
Punjabi Bagh,2026-06-10,39.9,206.0,22.6,36.2,1.06,40.59
Punjabi Bagh,2026-06-11,34.9,150.4,23.1,34.0,0.94,48.34
Punjabi Bagh,2026-06-12,22.6,72.7,18.5,35.2,1.4,45.19
Punjabi Bagh,2026-06-13,36.8,132.2,24.4,22.9,1.2,75.09
Punjabi Bagh,2026-06-14,63.4,187.3,21.7,9.1,0.76,59.46
Punjabi Bagh,2026-06-15,55.3,149.6,31.8,31.1,1.4,23.58
Punjabi Bagh,2026-06-16,41.7,124.9,28.1,24.5,2.47,36.28
Punjabi Bagh,2026-06-17,43.7,121.8,20.3,29.9,2.55,59.0
Punjabi Bagh,2026-06-18,78.0,218.4,18.2,30.4,3.36,42.02
Punjabi Bagh,2026-06-19,43.2,174.2,17.2,32.9,0.77,54.85
Punjabi Bagh,2026-06-20,68.3,171.1,28.9,36.9,0.91,45.09
Punjabi Bagh,2026-06-21,58.0,154.2,13.9,30.1,0.63,38.94
Punjabi Bagh,2026-06-22,47.3,257.0,21.3,43.4,1.85,43.08
Punjabi Bagh,2026-06-23,74.8,194.7,27.5,33.4,0.9,61.04
Punjabi Bagh,2026-06-24,35.3,119.9,19.0,29.1,1.31,60.04
Punjabi Bagh,2026-06-25,46.9,164.2,32.4,30.5,0.89,46.48
Punjabi Bagh,2026-06-26,29.9,117.8,19.3,28.7,1.38,55.39
Punjabi Bagh,2026-06-27,54.9,181.5,22.7,33.2,1.11,65.24
Punjabi Bagh,2026-06-28,50.4,159.8,22.0,33.2,0.85,71.67
Punjabi Bagh,2026-06-29,49.1,179.9,19.2,30.5,0.84,46.12
Punjabi Bagh,2026-06-30,53.1,235.2,22.0,31.5,0.8,41.2
Punjabi Bagh,2026-07-01,43.1,133.2,25.4,33.0,0.75,22.68
Punjabi Bagh,2026-07-02,43.0,109.9,21.3,33.1,1.12,54.04
Punjabi Bagh,2026-07-03,44.0,114.2,20.1,36.6,0.8,49.98
Punjabi Bagh,2026-07-04,63.4,149.3,27.8,32.8,1.45,23.59
Punjabi Bagh,2026-07-05,83.8,192.0,32.0,29.5,1.4,18.12
Punjabi Bagh,2026-07-06,49.2,136.0,26.6,33.7,1.31,57.86
Punjabi Bagh,2026-07-07,49.3,126.4,26.9,34.6,1.12,37.03
Punjabi Bagh,2026-07-08,26.5,67.0,23.7,30.5,1.08,10.43
Punjabi Bagh,2026-07-09,10.9,45.8,16.0,29.9,1.09,26.6
Punjabi Bagh,2026-07-10,23.8,85.8,17.1,51.1,1.23,29.94
Punjabi Bagh,2026-07-11,61.7,261.1,18.1,33.6,1.0,8.83
Punjabi Bagh,2026-07-12,80.6,404.0,15.2,31.0,1.43,5.45
Punjabi Bagh,2026-07-13,43.2,185.8,14.3,32.0,2.0,5.4
Punjabi Bagh,2026-07-14,43.8,187.4,16.3,31.0,1.52,5.62
Punjabi Bagh,2026-07-15,43.5,169.2,16.7,29.8,0.73,9.07
